description|labelGeneric
Tandis que la bague produit de prodigieux effets dans l'esprit de cette Sage Reine, qui par un prompt changement accuse la paresse de Ritiger à répondre à son Amour, étant même prête de renoncer a son État, si il pouvait lui disputer le contentement qu'elle espérait en la possession d'un si grand Prince. Et comme elle passe jusques à l'extrémité, l'artifice de Ritiger se découvre par la chute de cet anneau. Ce qui oblige cette Grande Reine à conspirer sa perte.|narration
Ses Ambassadeurs étant de retour vers lui, ne s'y trouvent que pour l'affliger d'avantage, puisqu'il apprend les refus et la colère de cette Reine en même temps. Et enfin possédé de son désespoir, il veut avoir par la force ce que l'amour ne lui peut donner. Et son frère même qui jusques à ce point avait toujours combattu ses desseins, comme si le Ciel l'avait touché en un instant à la vue des malheurs de son frère, proteste de ne point diviser ses intérêts d'avec les siens, et d'entreprendre une même vengeance.|narration
RITIGER accompagné du Duc son Frère anime ses capitaines à la défense de ses intérêts, leur donne les ordres pour ses gens de Guerre, et après les avoir congédiés,|narration
s'entretient secrèttement (craignant d'être reconnu :) Mais voyant qu'on avertit la Reine de l'arrivée d'un Prince inconnu chez elle ; il ne lui donne pas le loisir de le faire chercher, son amour le contraint de se trahir soi-même ;|narration
Tandis que ses Princes déplorent sa perte et regrettent son malheur. Et lui-même semble contribuer à son infortune, voulant avancer sa mort, si son frère ne se fut opposé à ce funeste dessein,|narration
Qui lui conseille de faire un appel.|narration
La Reine ayant accepté son défi, découvre ses intentions à tous ses Princes assemblés, qui tâchent de la divertir du dessein qu'elle à conçu de le combattre.|narration
Elle se retire avec la Princesse sa favorite, 1aissant le Conseil fort occupé à rechercher les voies qui pourraient divertir ses généreuses entreprises.|narration
Pour cela le Pontife est prié d'avoir recours aux Dieux. Enfin ces Amazones paraissent armées pour le Combat, ayant déguisé leur sexe ; mais en vain,|narration
Puisque l'Amour (quoiqu'il soit aveugle) les faits connaître à Ritiger par leur parole et leur beauté : Cette surprise après une funeste et pitoyable dispute, le met dans le désespoir,|narration
Et lui fait percer son coeur d'un coup de poignard, ne pouvant fléchir celui de cette Princesse, qui était impénétrable à ses traícts.|narration
Son désespoir est suivi de la Mort de son frère ;|narration
Et Vende aprés lui, pour reconnaître ses Dieux de tous ses Triomphes, se va immoler à leur Gloire dans un précipice.|narration
Air : Babet que t'es gentille !|music
Même Air que le précédent.|music
Même Air que les deux Couplets précédents.|music
Air : Philis, vous voulez un portrait.|music
Même air que le couplet précédent.|music
Suite du Couplet.|music
Même couplet.|music
Fin du couplet.|music
Air : Chers amis, etc que ce jus nous inonde.|music
Second Couplet.|music
bis.|music
Air : La bonne aventure, ô gué.|music
Second Couplet.|music
Troisième Couplet.|music
Elle ne paraît que pour annoncer.|entrance
Air: Nous passons doucement la vie.|music
À part.|aparte
Haut.|delivery
Second Couplet.|music
Air: Dans ces lieux tout rit sans cesse.|music
Second Couplet.|music
Troisième Couplet.|music
Air : Nous passons doucement la vie.|music
Air : Dans ma cabane obscure.|music
Air : L'autre jour étant assis.|music
Air: Vous qui du Vulgaire stupide.|music
Air : De la Turque.|music
Air : Ciel! l'Univers va-t-il donc se dissoudre ?|music
À part.|aparte
Suite du Couplet.|music
Air : Dieu des âmes.|music
Haut.|delivery
Air : Des fraises.|music
Air : C'est ce qui vous enrhume.|music
Air : Des fraises.|music
Même air que le Couplet précédent.|music
Qui pendant ce dialogue doit souffler, s'éventer, menacer son mari.|delivery
Air: Cela m'en bien dur.|music
Haut.|delivery
Air : Quoi ! vous partez, etc.|music
Air : Ne v'là-t-t-il pas que j'aime ?|music
Même Air que le précédent.|music
Et il la ferme.|object
À part.|aparte
À Dolnange.|toward
Il s'enfuit.|exit
Germain se montre.|action
Germain passant.|movement
Ils sortent.|exit
Haut.|delivery
Il s'enfuit.|exit
Montrant Dolnange.|action
Montrant Nadine.|action
Air : La sagesse est de bien aimer N°1|music
Récitatif De M. de la Ruette. N°2|music
Air : De tous les Capucins du Monde.|music
Air: Le moyen de faire autrement. Du Peintre amoureux, N° 3.|music
Bis.|music
Bis.|music
Air : Si Diogène était réputé sage.|music
Air : de Monsieur La Ruette. N° 4.|music
Air : De tout temps le jardinage.|music
Air : La Fustemberg.|music
Bis.|music
Air : D'm'avoir instruit de mon bien.|music
Air : L'honneur dans un jeune Tendron.|music
Air : Les yeux baissés par modestie. N° 5.|music
Bis.|music
Bis.|music
Air : Plus inconstant.|music
Air : Folies d'Espagne.|music
Air : Le Pont d'Avignon.|music
Air : Dondaine.|music
Air : De Joconde.|music
Air : Des Francs-Maçons.|music
Air : Entre l'Amour et la Raison.|music
Air : Quand je tiens de ce jus d'Octobre.|music
Elles sortent.|exit
Air : Non, je n'aimerai jamais que vous.|music
Air : Tout roule aujourd'hui dans le monde.|music
Air : Avec un air de mystère.|music
Air : Tout consiste dans la manière.|music
Air : Tomber dedans.|music
Air : Mon petit doigt me l'a dit.|music
Air : Dieu des Amants.|music
Air : Jupin dès le matin.|music
Air : Plus les amants vivront.|music
Suite de l'air.|music
À Cendrillon.|toward
Air : La mort pour les malheureux.|music
Elles sortent.|exit
Air : Quel amour fut aussi tendre ! De Nina.|music
Bis.|music
Bis.|music
Bis.|music
Bis.|music
Bis.|music
Bis.|music
Air : Au bord d'un ruisseau je file.|music
Air : Grand Saint-Martin, ou la Sarabande d'Issé.|music
Air : Du Précepteur d'Amour...|music
Air : Reçois dans ton galetas.|music
Air : Pourvu que Colin, ah ! Voyez-vous.|music
Air : Avec moi vous faites comparaison.|music
On entend derrière le Théâtre un bruit de tambour.|narration
Air : Je m'sentais là-dedans.|music
Air : de M. La Ruette. N° 6.|music
Air : L'Allemande Suisse.|music
Air : Faut-il qu'une fi faible plante.|music
Air : Ces Filles sont si sottes.|music
Bis.|music
Air : On n'aime point dans nos forêts.|music
Air : Du manchon.|music
À l'officier.|toward
Il sort.|exit
Air : Mariez, mariez-moi.|music
Air : Pour t'avoir, le grivois te guette.|music
Air : T'as pied dans le margouillis.|music
Air : Comme un Coucou.|music
Air : À l'envers.|music
On apporte deux toilettes toutes dressées.|object
Air : On prend femme, c'est l'usage. Noté dans L'Heureux déguisement.|music
Bis.|music
Bis.|music
Bis.|music
Quatre fois.|music
Trois fois.|music
Bis.|music
Bis.|music
Bis.|music
À Cendrillon.|toward
Bis.|music
Bis.|music
La Maraine entre ; les deux soeurs sortent en lui faisant une grande révérence et en chantant.|exit
Air : Où s'en vont ces gais bergers.|music
Air : Je suis un bon soldat.|music
Air : Pour voir un peu comment ça f'ra.|music
Air : Vous voulez me faire chante[r].|music
Air : Préparons-nous pour la fête nouvelle.|music
Air : Alarmez vous.|music
Air : Non, je ne ferai pas.|music
Air : Non ; je ne ferai pas.|music
Air : Les petits riens.|music
Air : Ne v'là-t-il pas que j'aime ?|music
Elles sortent.|exit
Le théâtre change, et représente l'appartement du Prince.|setting
Air : Vous me l'avez dit, souvenez-vous en.|music
Air : Je ne sais pas écrire.|music
Air : Je ne verrai plus ce que j'aime.|music
Air : Ici sont venus en personne.|music
Air : De l'horoscope accompli.|music
Air : Boire à son tour.|music
Air : Que ne suis-je la jonquille ! ou l'Amant frivole.|music
Air : Lassi, lasson, la son bredondaine.|music
Air : Ah ! Madame Anroux.|music
Bis.|music
Toutes les femmes entrent.|entrance
Air : Lassi, Lasson, la sonbredondaine.|music
Air : Sexe charmant dont le partage.|music
À part.|aparte
Air : Je donnerais les revenus.|music
Air : Morgué, la femme qui m'aura.|music
Bis.|music
Air : Paris est en grand deuil.|music
À Pierrot.|toward
À part.|aparte
Air : La Carmagnole.|music
Au Prince.|toward
Air : Du Précepteur d'amour.|music
Air : La voici, tôt décampons.|music
Air : Oh, oh, tourelouribo !|music
Air : Tarare ponpon.|music
Air : Des Proverbes.|music
À part.|aparte
À Cendrillon.|toward
À part.|aparte
Air : Dans un Couvent bienheureux.|music
Air : Belle Brune.|music
Bis.|music
À Cendrillon et aux autres.|toward
Air : Le Corbillon.|music
Montrant la mule.|action
Air : Non, je ne crois pas.|music
À Cendrillon.|toward
Air : D'Églé. Que je vous aime !|music
Air : Tout est dit.|music
Air : Comment donc as-tu réussi ?|music
Air : Bouchez, Naïades.|music
Air : J'ai, sans y penser.|music
Air : C'est chez vous.|music
Air : Vraiment ma Commère, oui.|music
CHOEUR de M. La Ruette.|music
RÉCITATIF, par MONSIEUR LA RUETTE. N°1|music
N°2|music
N°3.|music
N°3.|music
Air : par Mr de la Ruette. n°4|music
Air : par Mr de la Ruette. n°5|music
Air : par Mr de la Ruette. n°6|music
AIR. On n'aime point dans nos Forêts.|music
AIR. La jeune Abbesse de ce lieu.|music
Haut.|delivery
AIR Passerons-nous sans amours.|music
AIR. Ah ! que je me lasse d'être.|music
AIR. Bouchez. Naïades vos Fontaines.|music
AIR. À deux genoux près de Sylvie.|music
AIR. Le jeune Berger qui m'engage.|music
AIR De Joconde.|music
AIR. À quoi s'occupe Magdelon ?|music
AIR. Tout roule aujourd'hui dans le monde.|music
Il sort.|exit
AIR. Ah ! le bel oiseau maman.|music
ARIETTE.|music
AIR. Tous les matins dans nos forêts.|music
AIR. Que craignez-vous charmante Reine.|music
AIR. L'équipage le plus en usage,|music
Air. Comme un coucou que l'Amour presse.|music
Air. La nuit dans les bras du repos.|music
AIR. L'autre nuit j'aperçus en songe.|music
Air. Branle de Metz.|music
AIR. À l'ombre de ce vert bocage.|music
À part.|aparte
Air. Pour voir un peu comment ça f'ra.|music
Air. Quand je vous ai donné mon coeur.|music
AIR. Dormir est un temps perdu.|music
AIR. Tu croyais en aimant Colette.|music
AIR. M. le Prévôt des Marchands.|music
AIR. Tant de valeur.|music
Haut.|delivery
AIR. Donnez amants, mais donnez, bien.|music
AIR.|music
AIR. Suivons l'Amour, c'est lui qui nous mène.|music
AIR. Ton humeur est Catherine.|music
AIR. Cotillon couleur de rose.|music
À Zaide.|toward
AIR. Je suis un bon Soldat.|music
AIR. J'ai rêvé toute la nuit.|music
ARIETTE.|music
AIR. Le Démon malicieux et fin.|music
AIR. Babet que t'es gentille.|music
Bis.|music
AIR. Nous autres bons Villageois.|music
AIR. Dans un bois, la trop simple Annete.|music
AIR. Du haut en bas.|music
AIR. L'Oiseau Royal.|music
AIR. Je ne sais pas écrire.|music
AIR. Sûre de ta foi.|music
AIR. Joli coeur n'est point volage.|music
AIR. Preuve de folie.|music
AIR. Pierrot se plaint que sa femme.|music
AIR. Du haut en bas.|music
AIR. De l'Amour tout subit les lois.|music
AIR. Paris est au Roi, mon coeur est à moi.|music
AIR. Du Cap de bonne espérance.|music
AIR. De tous les Capucins du monde.|music
AIR. Changement pique l'appétit.|music
AIR. La Chaîne, ou Sylvie.|music
AIR. Lulli n'est plus à l'Opéra.|music
AIR. Si ma Philis vient en vendanges.|music
AIR. Non, je ne ferai pas.|music
AIR. Je ne veux point troubler votre ignorance.|music
AIR. Non, toujours dire non.|music
Il lui prend la main.|interaction
AIR. Je passe la nuit et le jour.|music
AIR. Mon petit doigt me l'a dit.|music
ARIETTE.|music
AIR. D'Epicure.|music
AIR. De tons les Capucins du monde.|music
AIR. Nous sommes Précepteurs d'Amour.|music
AIR. Que de Gentillesse.|music
AIR. hélas ! Ma soeur, je tremble.|music
AIR. Je ne sais pas écrire.|music
AIR. Entre l'amour et la raison.|music
AIR. Trois enfants gueux.|music
À Eglé.|toward
AIR. Quand le péril est agréable.|music
AIR. Rions, chantons.|music
DUO.|music
À part.|aparte
À part.|aparte
À part.|aparte
Se touchant le front.|interaction
Il sort.|exit
Aux autres.|toward
Au Poète et au Musicien.|toward
Air de la Palite.|music
AIR : Pierrot se plaint que sa femme.|music
II sort.|exit
AIR : Du Précepteur d'amour.|music
Il l'embrasse à la dérobée.|interaction
ARIETTE.|music
Il sort.|exit
ARIETTE.|music
Se touchant le front.|interaction
AIR : Donnez, Amants, mais donnez bien.|music
Haut.|delivery
Il lui donne une bourse.|object
À part.|aparte
Il lui donne sa montre.|object
ARIETTE.|music
Elle sort.|exit
Elle sort.|exit
ARIETTE.|music
DUO.|delivery
ARIETTE.|music
ARIETTE.|music
Il va l'embrasser.|interaction
Bas.|delivery
Haut.|delivery
ARIETTE.|music
Il sort.|exit
Elle approche de l'armoire.|setting
Elle lit.|action
ARIETTE.|music
Il prête l'oreille, comme si Valère lui parlait.|action
ARIETTE.|music
Il sort.|exit
ARIETTE.|music
À part.|aparte
ARIETTE.|music
Il se sauve.|movement
ARIETTE.|music
Elle appelle.|delivery
AIR. Tu croyais, en aimant Colette.|music
Il sort.|exit
ARIETTE.|music
À la cantonade.|toward
DUO.|music
Le Tableau qui représente le portrait de Monsieur Cassandre, est posé sur un chevalet dans le fond du Théâtre.|setting
ARIETTE.|music
Fragment d'une ariette de la Veuve indécise.|music
Elle chante.|delivery
ARIETTE.|delivery
ARIETTE.|music
À Isabelle.|music
À Colombine.|toward
À Isabelle.|toward
À Isabelle.|toward
ARIETTE.|music
Haut.|delivery
À Isabelle.|toward
À Colombine.|toward
À Cassandre.|toward
TRIO.|music
À Isabelle.|toward
ARIETTE.|music
Il appelle.|delivery
ARIETTE.|music
Cassandre sort.|exit
Elle regarde le tableau.|action
ARIETTE.|music
DUO.|music
Il lui baise la main.|interaction
Elle sort.|exit
ARIETTE.|music
DUO.|music
Ensemble.|delivery
Il t'embrasse.|interaction
À Isabelle.|toward
Elle sort avec Pierrot.|exit
Voyant la table mise. etc.|action
ARIETTE.|music
Cassandre dans le tableau.|setting
Il choque avec elle.|action
Elle se lève de table.|action
Bis.|music
À Isabelle.|toward
Montrant Pierrot.|action
Tous reprennent le rondeau.|delivery
