description|labelDraCor
Ses Ambassadeurs étant de retour vers lui, ne s'y trouvent que pour l'affliger d'avantage, puisqu'il apprend les refus et la colère de cette Reine en même temps. Et enfin possédé de son désespoir, il veut avoir par la force ce que l'amour ne lui peut donner. Et son frère même qui jusques à ce point avait toujours combattu ses desseins, comme si le Ciel l'avait touché en un instant à la vue des malheurs de son frère, proteste de ne point diviser ses intérêts d'avec les siens, et d'entreprendre une même vengeance.|narration
RITIGER accompagné du Duc son Frère anime ses capitaines à la défense de ses intérêts, leur donne les ordres pour ses gens de Guerre, et après les avoir congédiés,|narration
s'entretient secrèttement (craignant d'être reconnu :) Mais voyant qu'on avertit la Reine de l'arrivée d'un Prince inconnu chez elle ; il ne lui donne pas le loisir de le faire chercher, son amour le contraint de se trahir soi-même ;|narration
Tandis que ses Princes déplorent sa perte et regrettent son malheur. Et lui-même semble contribuer à son infortune, voulant avancer sa mort, si son frère ne se fut opposé à ce funeste dessein,|narration
Qui lui conseille de faire un appel.|narration
La Reine ayant accepté son défi, découvre ses intentions à tous ses Princes assemblés, qui tâchent de la divertir du dessein qu'elle à conçu de le combattre.|narration
Elle se retire avec la Princesse sa favorite, 1aissant le Conseil fort occupé à rechercher les voies qui pourraient divertir ses généreuses entreprises.|narration
Pour cela le Pontife est prié d'avoir recours aux Dieux. Enfin ces Amazones paraissent armées pour le Combat, ayant déguisé leur sexe ; mais en vain,|narration
Puisque l'Amour (quoiqu'il soit aveugle) les faits connaître à Ritiger par leur parole et leur beauté : Cette surprise après une funeste et pitoyable dispute, le met dans le désespoir,|narration
Et lui fait percer son coeur d'un coup de poignard, ne pouvant fléchir celui de cette Princesse, qui était impénétrable à ses traícts.|narration
Son désespoir est suivi de la Mort de son frère ;|narration
Et Vende aprés lui, pour reconnaître ses Dieux de tous ses Triomphes, se va immoler à leur Gloire dans un précipice.|narration
Air : Babet que t'es gentille !|title
Même Air que le précédent.|title
Même Air que les deux Couplets précédents.|title
Air : Philis, vous voulez un portrait.|title
Même air que le couplet précédent.|title
Suite du Couplet.|title
Même couplet.|title
Fin du couplet.|title
Air : Chers amis, etc que ce jus nous inonde.|title
Second Couplet.|title
bis.|bis
Air : La bonne aventure, ô gué.|title
Second Couplet.|title
Troisième Couplet.|title
Elle ne paraît que pour annoncer.|entrance
Air: Nous passons doucement la vie.|title
À part.|aparte
Haut.|loud
Second Couplet.|title
Air: Dans ces lieux tout rit sans cesse.|title
Second Couplet.|title
Troisième Couplet.|title
Air : Nous passons doucement la vie.|title
Air : Dans ma cabane obscure.|title
Air : L'autre jour étant assis.|title
Air: Vous qui du Vulgaire stupide.|title
Air : De la Turque.|title
Air : Ciel! l'Univers va-t-il donc se dissoudre ?|title
À part.|aparte
Suite du Couplet.|title
Air : Dieu des âmes.|title
Haut.|loud
Air : Des fraises.|title
Air : C'est ce qui vous enrhume.|title
Air : Des fraises.|title
Même air que le Couplet précédent.|title
Qui pendant ce dialogue doit souffler, s'éventer, menacer son mari.|anger
Air: Cela m'en bien dur.|title
Haut.|loud
Air : Quoi ! vous partez, etc.|title
Air : Ne v'là-t-t-il pas que j'aime ?|title
Même Air que le précédent.|title
Et il la ferme.|close
À part.|aparte
À Dolnange.|toward
Il s'enfuit.|escape
Germain se montre.|show
Germain passant.|away
Ils sortent.|exit
Haut.|loud
Il s'enfuit.|escape
Montrant Dolnange.|show
Montrant Nadine.|show
Air : La sagesse est de bien aimer N°1|title
Récitatif De M. de la Ruette. N°2|title
Air : De tous les Capucins du Monde.|title
Air: Le moyen de faire autrement. Du Peintre amoureux, N° 3.|title
Bis.|bis
Bis.|bis
Air : Si Diogène était réputé sage.|title
Air : de Monsieur La Ruette. N° 4.|title
Air : De tout temps le jardinage.|title
Air : La Fustemberg.|title
Bis.|bis
Air : D'm'avoir instruit de mon bien.|title
Air : L'honneur dans un jeune Tendron.|title
Air : Les yeux baissés par modestie. N° 5.|title
Bis.|bis
Bis.|bis
Air : Plus inconstant.|title
Air : Folies d'Espagne.|title
Air : Le Pont d'Avignon.|title
Air : Dondaine.|title
Air : De Joconde.|title
Air : Des Francs-Maçons.|title
Air : Entre l'Amour et la Raison.|title
Air : Quand je tiens de ce jus d'Octobre.|title
Elles sortent.|exit
Air : Non, je n'aimerai jamais que vous.|title
Air : Tout roule aujourd'hui dans le monde.|title
Air : Avec un air de mystère.|title
Air : Tout consiste dans la manière.|title
Air : Tomber dedans.|title
Air : Mon petit doigt me l'a dit.|title
Air : Dieu des Amants.|title
Air : Jupin dès le matin.|title
Air : Plus les amants vivront.|title
Suite de l'air.|title
À Cendrillon.|toward
Air : La mort pour les malheureux.|title
Elles sortent.|exit
Air : Quel amour fut aussi tendre ! De Nina.|title
Bis.|bis
Bis.|bis
Bis.|bis
Bis.|bis
Bis.|bis
Bis.|bis
Air : Au bord d'un ruisseau je file.|title
Air : Grand Saint-Martin, ou la Sarabande d'Issé.|title
Air : Du Précepteur d'Amour...|title
Air : Reçois dans ton galetas.|title
Air : Pourvu que Colin, ah ! Voyez-vous.|title
Air : Avec moi vous faites comparaison.|title
On entend derrière le Théâtre un bruit de tambour.|noise
Air : Je m'sentais là-dedans.|title
Air : de M. La Ruette. N° 6.|title
Air : L'Allemande Suisse.|title
Air : Faut-il qu'une fi faible plante.|title
Air : Ces Filles sont si sottes.|title
Bis.|bis
Air : On n'aime point dans nos forêts.|title
Air : Du manchon.|title
À l'officier.|toward
Il sort.|exit
Air : Mariez, mariez-moi.|title
Air : Pour t'avoir, le grivois te guette.|title
Air : T'as pied dans le margouillis.|title
Air : Comme un Coucou.|title
Air : À l'envers.|title
On apporte deux toilettes toutes dressées.|costume
Air : On prend femme, c'est l'usage. Noté dans L'Heureux déguisement.|title
Bis.|bis
Bis.|bis
Bis.|bis
Quatre fois.|bis
Trois fois.|bis
Bis.|bis
Bis.|bis
Bis.|bis
À Cendrillon.|toward
Bis.|bis
Bis.|bis
La Maraine entre ; les deux soeurs sortent en lui faisant une grande révérence et en chantant.|exit
Air : Où s'en vont ces gais bergers.|title
Air : Je suis un bon soldat.|title
Air : Pour voir un peu comment ça f'ra.|title
Air : Vous voulez me faire chante[r].|title
Air : Préparons-nous pour la fête nouvelle.|title
Air : Alarmez vous.|title
Air : Non, je ne ferai pas.|title
Air : Non ; je ne ferai pas.|title
Air : Les petits riens.|title
Air : Ne v'là-t-il pas que j'aime ?|title
Elles sortent.|exit
Le théâtre change, et représente l'appartement du Prince.|decor
Air : Vous me l'avez dit, souvenez-vous en.|title
Air : Je ne sais pas écrire.|title
Air : Je ne verrai plus ce que j'aime.|title
Air : Ici sont venus en personne.|title
Air : De l'horoscope accompli.|title
Air : Boire à son tour.|title
Air : Que ne suis-je la jonquille ! ou l'Amant frivole.|title
Air : Lassi, lasson, la son bredondaine.|title
Air : Ah ! Madame Anroux.|title
Bis.|bis
Toutes les femmes entrent.|entrance
Air : Lassi, Lasson, la sonbredondaine.|title
Air : Sexe charmant dont le partage.|title
À part.|aparte
Air : Je donnerais les revenus.|title
Air : Morgué, la femme qui m'aura.|title
Bis.|bis
Air : Paris est en grand deuil.|title
À Pierrot.|toward
À part.|aparte
Air : La Carmagnole.|title
Au Prince.|toward
Air : Du Précepteur d'amour.|title
Air : La voici, tôt décampons.|title
Air : Oh, oh, tourelouribo !|title
Air : Tarare ponpon.|title
Air : Des Proverbes.|title
À part.|aparte
À Cendrillon.|toward
À part.|aparte
Air : Dans un Couvent bienheureux.|title
Air : Belle Brune.|title
Bis.|bis
À Cendrillon et aux autres.|toward
Air : Le Corbillon.|title
Montrant la mule.|show
Air : Non, je ne crois pas.|title
À Cendrillon.|toward
Air : D'Églé. Que je vous aime !|title
Air : Tout est dit.|title
Air : Comment donc as-tu réussi ?|title
Air : Bouchez, Naïades.|title
Air : J'ai, sans y penser.|title
Air : C'est chez vous.|title
Air : Vraiment ma Commère, oui.|title
CHOEUR de M. La Ruette.|title
RÉCITATIF, par MONSIEUR LA RUETTE. N°1|title
N°2|title
N°3.|title
N°3.|title
Air : par Mr de la Ruette. n°4|title
Air : par Mr de la Ruette. n°5|title
Air : par Mr de la Ruette. n°6|title
AIR. On n'aime point dans nos Forêts.|title
AIR. La jeune Abbesse de ce lieu.|title
Haut.|loud
AIR Passerons-nous sans amours.|title
AIR. Ah ! que je me lasse d'être.|title
AIR. Bouchez. Naïades vos Fontaines.|title
AIR. À deux genoux près de Sylvie.|title
AIR. Le jeune Berger qui m'engage.|title
AIR De Joconde.|title
AIR. À quoi s'occupe Magdelon ?|title
AIR. Tout roule aujourd'hui dans le monde.|title
Il sort.|exit
AIR. Ah ! le bel oiseau maman.|title
ARIETTE.|title
AIR. Tous les matins dans nos forêts.|title
AIR. Que craignez-vous charmante Reine.|title
AIR. L'équipage le plus en usage,|title
Air. Comme un coucou que l'Amour presse.|title
Air. La nuit dans les bras du repos.|title
AIR. L'autre nuit j'aperçus en songe.|title
Air. Branle de Metz.|title
AIR. À l'ombre de ce vert bocage.|title
À part.|aparte
Air. Pour voir un peu comment ça f'ra.|title
Air. Quand je vous ai donné mon coeur.|title
AIR. Dormir est un temps perdu.|title
AIR. Tu croyais en aimant Colette.|title
AIR. M. le Prévôt des Marchands.|title
AIR. Tant de valeur.|title
Haut.|loud
AIR. Donnez amants, mais donnez, bien.|title
AIR.|title
AIR. Suivons l'Amour, c'est lui qui nous mène.|title
AIR. Ton humeur est Catherine.|title
AIR. Cotillon couleur de rose.|title
À Zaide.|toward
AIR. Je suis un bon Soldat.|title
AIR. J'ai rêvé toute la nuit.|title
ARIETTE.|title
AIR. Le Démon malicieux et fin.|title
AIR. Babet que t'es gentille.|title
Bis.|bis
AIR. Nous autres bons Villageois.|title
AIR. Dans un bois, la trop simple Annete.|title
AIR. Du haut en bas.|title
AIR. L'Oiseau Royal.|title
AIR. Je ne sais pas écrire.|title
AIR. Sûre de ta foi.|title
AIR. Joli coeur n'est point volage.|title
AIR. Preuve de folie.|title
AIR. Pierrot se plaint que sa femme.|title
AIR. Du haut en bas.|title
AIR. De l'Amour tout subit les lois.|title
AIR. Paris est au Roi, mon coeur est à moi.|title
AIR. Du Cap de bonne espérance.|title
AIR. De tous les Capucins du monde.|title
AIR. Changement pique l'appétit.|title
AIR. La Chaîne, ou Sylvie.|title
AIR. Lulli n'est plus à l'Opéra.|title
AIR. Si ma Philis vient en vendanges.|title
AIR. Non, je ne ferai pas.|title
AIR. Je ne veux point troubler votre ignorance.|title
AIR. Non, toujours dire non.|title
Il lui prend la main.|touch
AIR. Je passe la nuit et le jour.|title
AIR. Mon petit doigt me l'a dit.|title
ARIETTE.|title
AIR. D'Epicure.|title
AIR. De tons les Capucins du monde.|title
AIR. Nous sommes Précepteurs d'Amour.|title
AIR. Que de Gentillesse.|title
AIR. hélas ! Ma soeur, je tremble.|title
AIR. Je ne sais pas écrire.|title
AIR. Entre l'amour et la raison.|title
AIR. Trois enfants gueux.|title
À Eglé.|toward
AIR. Quand le péril est agréable.|title
AIR. Rions, chantons.|title
DUO.|title
À part.|aparte
À part.|aparte
À part.|aparte
Se touchant le front.|touch
Il sort.|exit
Aux autres.|toward
Au Poète et au Musicien.|toward
Air de la Palite.|title
AIR : Pierrot se plaint que sa femme.|title
II sort.|exit
AIR : Du Précepteur d'amour.|title
Il l'embrasse à la dérobée.|kiss
ARIETTE.|title
Il sort.|exit
ARIETTE.|title
Se touchant le front.|touch
AIR : Donnez, Amants, mais donnez bien.|title
Haut.|loud
Il lui donne une bourse.|give
À part.|aparte
Il lui donne sa montre.|give
ARIETTE.|title
Elle sort.|exit
Elle sort.|exit
ARIETTE.|title
DUO.|together
ARIETTE.|title
ARIETTE.|title
Il va l'embrasser.|kiss
Bas.|low
Haut.|loud
ARIETTE.|title
Il sort.|exit
Elle approche de l'armoire.|location
Elle lit.|read
ARIETTE.|title
Il prête l'oreille, comme si Valère lui parlait.|listen
ARIETTE.|title
Il sort.|exit
ARIETTE.|title
À part.|aparte
ARIETTE.|title
Il se sauve.|away
ARIETTE.|title
Elle appelle.|call
AIR. Tu croyais, en aimant Colette.|title
Il sort.|exit
ARIETTE.|title
À la cantonade.|toward
DUO.|title
Le Tableau qui représente le portrait de Monsieur Cassandre, est posé sur un chevalet dans le fond du Théâtre.|decor
ARIETTE.|title
Fragment d'une ariette de la Veuve indécise.|title
Elle chante.|sing
ARIETTE.|sing
ARIETTE.|title
À Isabelle.|title
À Colombine.|toward
À Isabelle.|toward
À Isabelle.|toward
ARIETTE.|title
Haut.|loud
À Isabelle.|toward
À Colombine.|toward
À Cassandre.|toward
TRIO.|title
À Isabelle.|toward
ARIETTE.|title
Il appelle.|call
ARIETTE.|title
Cassandre sort.|exit
Elle regarde le tableau.|watch
ARIETTE.|title
DUO.|title
Il lui baise la main.|kiss
Elle sort.|exit
ARIETTE.|title
DUO.|title
Ensemble.|together
Il t'embrasse.|kiss
À Isabelle.|toward
Elle sort avec Pierrot.|exit
Voyant la table mise. etc.|watch
ARIETTE.|title
Cassandre dans le tableau.|location
Il choque avec elle.|drink
Elle se lève de table.|stand
Bis.|bis
À Isabelle.|toward
Montrant Pierrot.|show
Tous reprennent le rondeau.|sing
On reprend le rondeau.|get
On reprend le rondeau en choeur.|get
AIR : Mon cheval qui galopait encore.|title
AIR :|title
Elle lit.|read
Elle lit.|read
Elle lit.|read
Elle entre chez elle.|away
À part.|toward
Elle la suit.|exit
Haut.|loud
Haut.|loud
Il lit.|read
AIR de Wallace.|title
Elle sort.|exit
AIR : Plaignez-moi.|title
AIR : Valse de Giselle.|title
Elle lit.|read
Lisant.|read
Mariette parait.|entrance
Elle plie la lettre.|close
AIR : Le luth galant.|title
Grossissant la voix.|loud
La porte s'ouvre.|open
À lui-même.|aparte
Allant écrire.|write
Il lui donne des pièces d'or.|give
Se posant devant Julie.|sit
AIR :|title
À part.|aparte
AIR :|title
AIR : Lorsque brillait dans la céleste voûte.|title
Dodinet entre au cabaret.|exit
Haut.|loud
Il sort.|exit
Il rentre.|exit
